nfl_id,player_name,role,fraction
52607,Jordan Fuller,BOX_UNDERNEATH,0.2207207207207207
44926,Rayshawn Jenkins,BOX_UNDERNEATH,0.5763097949886105
40017,Tyrann Mathieu,BOX_UNDERNEATH,0.464367816091954
52453,Antoine Winfield Jr.,BOX_UNDERNEATH,0.2873563218390804
42543,Quandre Diggs,BOX_UNDERNEATH,0.0622119815668202
53554,Camryn Bynum,BOX_UNDERNEATH,0.4133949191685912
38868,Tashaun Gipson,BOX_UNDERNEATH,0.2843601895734597
52444,Xavier McKinney,BOX_UNDERNEATH,0.5035971223021583
46123,Jessie Bates,BOX_UNDERNEATH,0.2158273381294964
54808,Reed Blankenship,BOX_UNDERNEATH,0.1897810218978102
54513,Jaquan Brisker,BOX_UNDERNEATH,0.4739454094292804
43387,Justin Simmons,BOX_UNDERNEATH,0.2886075949367088
53472,Tre'von Moehrig,BOX_UNDERNEATH,0.3189873417721519
52627,Geno Stone,BOX_UNDERNEATH,0.2025316455696202
54562,Kerby Joseph,BOX_UNDERNEATH,0.4362244897959184
46086,Derwin James,BOX_UNDERNEATH,0.5196850393700787
53604,Jason Pinnock,BOX_UNDERNEATH,0.2849604221635884
52594,Alohi Gilman,BOX_UNDERNEATH,0.2081081081081081
47974,Marcus Epps,BOX_UNDERNEATH,0.2972972972972973
53494,Andre Cisco,BOX_UNDERNEATH,0.2027397260273972
46259,DeShon Elliott,BOX_UNDERNEATH,0.2845070422535211
54578,Percy Butler,BOX_UNDERNEATH,0.2478386167146974
54704,Rodney Thomas,BOX_UNDERNEATH,0.1023391812865497
47891,Julian Love,BOX_UNDERNEATH,0.4633431085043988
54502,Jalen Pitre,BOX_UNDERNEATH,0.2370820668693009
54718,Russ Yeast,BOX_UNDERNEATH,0.4086687306501548
44827,Malik Hooker,BOX_UNDERNEATH,0.0841121495327102
44962,Damontae Kazee,BOX_UNDERNEATH,0.15
40107,Micah Hyde,BOX_UNDERNEATH,0.3830508474576271
44925,Eddie Jackson,BOX_UNDERNEATH,0.1701388888888889
52607,Jordan Fuller,SINGLE_HIGH,0.1666666666666666
44926,Rayshawn Jenkins,SINGLE_HIGH,0.1298405466970387
40017,Tyrann Mathieu,SINGLE_HIGH,0.1655172413793103
52453,Antoine Winfield Jr.,SINGLE_HIGH,0.5586206896551724
42543,Quandre Diggs,SINGLE_HIGH,0.5460829493087558
53554,Camryn Bynum,SINGLE_HIGH,0.3856812933025404
38868,Tashaun Gipson,SINGLE_HIGH,0.2417061611374407
52444,Xavier McKinney,SINGLE_HIGH,0.211031175059952
46123,Jessie Bates,SINGLE_HIGH,0.2709832134292566
54808,Reed Blankenship,SINGLE_HIGH,0.3114355231143552
54513,Jaquan Brisker,SINGLE_HIGH,0.0545905707196029
43387,Justin Simmons,SINGLE_HIGH,0.2835443037974683
53472,Tre'von Moehrig,SINGLE_HIGH,0.2354430379746835
52627,Geno Stone,SINGLE_HIGH,0.2810126582278481
54562,Kerby Joseph,SINGLE_HIGH,0.2959183673469387
46086,Derwin James,SINGLE_HIGH,0.0708661417322834
53604,Jason Pinnock,SINGLE_HIGH,0.3957783641160949
52594,Alohi Gilman,SINGLE_HIGH,0.3405405405405405
47974,Marcus Epps,SINGLE_HIGH,0.2891891891891892
53494,Andre Cisco,SINGLE_HIGH,0.5287671232876713
46259,DeShon Elliott,SINGLE_HIGH,0.2169014084507042
54578,Percy Butler,SINGLE_HIGH,0.2881844380403458
54704,Rodney Thomas,SINGLE_HIGH,0.5380116959064327
47891,Julian Love,SINGLE_HIGH,0.032258064516129
54502,Jalen Pitre,SINGLE_HIGH,0.2522796352583586
54718,Russ Yeast,SINGLE_HIGH,0.1455108359133126
44827,Malik Hooker,SINGLE_HIGH,0.5451713395638629
44962,Damontae Kazee,SINGLE_HIGH,0.45
40107,Micah Hyde,SINGLE_HIGH,0.247457627118644
44925,Eddie Jackson,SINGLE_HIGH,0.4097222222222222
52607,Jordan Fuller,SPLIT_DEEP,0.6126126126126126
44926,Rayshawn Jenkins,SPLIT_DEEP,0.2938496583143508
40017,Tyrann Mathieu,SPLIT_DEEP,0.3701149425287356
52453,Antoine Winfield Jr.,SPLIT_DEEP,0.1540229885057471
42543,Quandre Diggs,SPLIT_DEEP,0.391705069124424
53554,Camryn Bynum,SPLIT_DEEP,0.2009237875288683
38868,Tashaun Gipson,SPLIT_DEEP,0.4739336492890995
52444,Xavier McKinney,SPLIT_DEEP,0.2853717026378897
46123,Jessie Bates,SPLIT_DEEP,0.513189448441247
54808,Reed Blankenship,SPLIT_DEEP,0.4987834549878345
54513,Jaquan Brisker,SPLIT_DEEP,0.4714640198511166
43387,Justin Simmons,SPLIT_DEEP,0.4278481012658228
53472,Tre'von Moehrig,SPLIT_DEEP,0.4455696202531645
52627,Geno Stone,SPLIT_DEEP,0.5164556962025316
54562,Kerby Joseph,SPLIT_DEEP,0.2678571428571428
46086,Derwin James,SPLIT_DEEP,0.4094488188976378
53604,Jason Pinnock,SPLIT_DEEP,0.3192612137203166
52594,Alohi Gilman,SPLIT_DEEP,0.4513513513513513
47974,Marcus Epps,SPLIT_DEEP,0.4135135135135135
53494,Andre Cisco,SPLIT_DEEP,0.2684931506849315
46259,DeShon Elliott,SPLIT_DEEP,0.4985915492957746
54578,Percy Butler,SPLIT_DEEP,0.4639769452449567
54704,Rodney Thomas,SPLIT_DEEP,0.3596491228070175
47891,Julian Love,SPLIT_DEEP,0.5043988269794721
54502,Jalen Pitre,SPLIT_DEEP,0.5106382978723404
54718,Russ Yeast,SPLIT_DEEP,0.4458204334365325
44827,Malik Hooker,SPLIT_DEEP,0.3707165109034268
44962,Damontae Kazee,SPLIT_DEEP,0.4
40107,Micah Hyde,SPLIT_DEEP,0.3694915254237288
44925,Eddie Jackson,SPLIT_DEEP,0.4201388888888889
