nfl_id,player_name,BOX_UNDERNEATH,SINGLE_HIGH,SPLIT_DEEP,n_plays
52607,Jordan Fuller,0.22072072072072071,0.16666666666666666,0.6126126126126126,444
43353,Kevin Byard,0.4431818181818182,0.16818181818181818,0.3886363636363636,440
44926,Rayshawn Jenkins,0.5763097949886105,0.12984054669703873,0.2938496583143508,439
40017,Tyrann Mathieu,0.46436781609195404,0.16551724137931034,0.3701149425287356,435
52453,Antoine Winfield Jr.,0.28735632183908044,0.5586206896551724,0.15402298850574714,435
42543,Quandre Diggs,0.06221198156682028,0.5460829493087558,0.391705069124424,434
53554,Camryn Bynum,0.4133949191685912,0.3856812933025404,0.20092378752886836,433
38868,Tashaun Gipson,0.2843601895734597,0.24170616113744076,0.47393364928909953,422
52444,Xavier McKinney,0.5035971223021583,0.21103117505995203,0.2853717026378897,417
46123,Jessie Bates,0.2158273381294964,0.2709832134292566,0.513189448441247,417
54808,Reed Blankenship,0.1897810218978102,0.31143552311435524,0.49878345498783455,411
52624,Kam Curl,0.5525672371638142,0.1100244498777506,0.3374083129584352,409
54513,Jaquan Brisker,0.4739454094292804,0.05459057071960298,0.47146401985111663,403
52445,Kyle Dugger,0.571072319201995,0.26932668329177056,0.1596009975062344,401
43387,Justin Simmons,0.28860759493670884,0.28354430379746837,0.4278481012658228,395
53472,Tre'von Moehrig,0.3189873417721519,0.23544303797468355,0.44556962025316454,395
52627,Geno Stone,0.20253164556962025,0.2810126582278481,0.5164556962025316,395
54562,Kerby Joseph,0.4362244897959184,0.29591836734693877,0.26785714285714285,392
46086,Derwin James,0.5196850393700787,0.07086614173228346,0.4094488188976378,381
38559,Harrison Smith,0.6147757255936676,0.158311345646438,0.22691292875989447,379
53604,Jason Pinnock,0.2849604221635884,0.39577836411609496,0.31926121372031663,379
54479,Kyle Hamilton,0.6172506738544474,0.07547169811320754,0.30727762803234504,371
52594,Alohi Gilman,0.20810810810810812,0.34054054054054056,0.45135135135135135,370
47974,Marcus Epps,0.2972972972972973,0.2891891891891892,0.4135135135135135,370
53494,Andre Cisco,0.20273972602739726,0.5287671232876713,0.2684931506849315,365
40166,Jordan Poyer,0.5726256983240223,0.17597765363128492,0.25139664804469275,358
46186,Jordan Whitehead,0.42134831460674155,0.2893258426966292,0.2893258426966292,356
46259,DeShon Elliott,0.28450704225352114,0.21690140845070421,0.49859154929577465,355
52613,Josh Metellus,0.9350282485875706,0.01977401129943503,0.04519774011299435,354
54578,Percy Butler,0.2478386167146974,0.2881844380403458,0.46397694524495675,347
44837,Jabrill Peppers,0.4190751445086705,0.3930635838150289,0.18786127167630057,346
54704,Rodney Thomas,0.1023391812865497,0.5380116959064327,0.35964912280701755,342
47891,Julian Love,0.4633431085043988,0.03225806451612903,0.5043988269794721,341
52493,Julian Blackmon,0.5934718100890207,0.03560830860534125,0.37091988130563797,337
53469,Richie Grant,0.5281899109792285,0.10979228486646884,0.3620178041543027,337
54502,Jalen Pitre,0.23708206686930092,0.25227963525835867,0.5106382978723404,329
54718,Russ Yeast,0.4086687306501548,0.14551083591331268,0.4458204334365325,323
49410,Jalen Thompson,0.7919254658385093,0.14906832298136646,0.059006211180124224,322
44827,Malik Hooker,0.08411214953271028,0.5451713395638629,0.3707165109034268,321
46137,Justin Reid,0.625,0.090625,0.284375,320
56540,Christian Izien,0.9809523809523809,0.0031746031746031746,0.015873015873015872,315
52535,K'Von Wallace,0.5064935064935064,0.237012987012987,0.2564935064935065,308
55910,Brian Branch,0.9475409836065574,0.01639344262295082,0.036065573770491806,305
47899,Amani Hooker,0.5714285714285714,0.11960132890365449,0.3089700996677741,301
44962,Damontae Kazee,0.15,0.45,0.4,300
46669,Jonathan Owens,0.45819397993311034,0.17391304347826086,0.36789297658862874,299
54833,Tony Adams,0.5,0.22297297297297297,0.27702702702702703,296
40107,Micah Hyde,0.38305084745762713,0.24745762711864408,0.3694915254237288,295
44925,Eddie Jackson,0.1701388888888889,0.4097222222222222,0.4201388888888889,288
43533,Jayron Kearse,0.7862318840579711,0.07608695652173914,0.13768115942028986,276
45004,Xavier Woods,0.28,0.28,0.44,275
53465,Jevon Holland,0.358974358974359,0.14285714285714285,0.4981684981684982,273
47996,Donovan Wilson,0.5166051660516605,0.08856088560885608,0.3948339483394834,271
53529,Elijah Molden,0.5370370370370371,0.17037037037037037,0.29259259259259257,270
43350,Vonn Bell,0.4128787878787879,0.19318181818181818,0.3939393939393939,264
56011,Jordan Howden,0.3151750972762646,0.28793774319066145,0.3968871595330739,257
53609,Talanoa Hufanga,0.3031496062992126,0.25984251968503935,0.43700787401574803,254
44903,John Johnson,0.2559055118110236,0.14960629921259844,0.594488188976378,254
44854,Marcus Williams,0.3064516129032258,0.20967741935483872,0.4838709677419355,248
47882,Mike Edwards,0.3951612903225806,0.24193548387096775,0.3629032258064516,248
44848,Budda Baker,0.430327868852459,0.4180327868852459,0.15163934426229508,244
48026,Nick Scott,0.4791666666666667,0.5,0.020833333333333332,240
46151,Tracy Walker III,0.3755274261603376,0.28270042194092826,0.34177215189873417,237
55149,Markquese Bell,1.0,0.0,0.0,234
48447,P.J. Locke,0.3448275862068966,0.20689655172413793,0.4482758620689655,232
46127,Isaiah Oliver,0.9913419913419913,0.0,0.008658008658008658,231
52452,Grant Delpit,0.7903930131004366,0.07860262008733625,0.13100436681222707,229
54719,Elijah Hicks,0.1592920353982301,0.3185840707964602,0.5221238938053098,226
45021,Rudy Ford,0.41964285714285715,0.16071428571428573,0.41964285714285715,224
46097,Terrell Edmunds,0.41284403669724773,0.1559633027522936,0.43119266055045874,218
54527,Bryan Cook,0.2347417840375587,0.3333333333333333,0.431924882629108,213
46711,Ryan Neal,0.5330188679245284,0.22169811320754718,0.24528301886792453,212
41256,Jimmie Ward,0.5700483091787439,0.15942028985507245,0.27053140096618356,207
47846,Juan Thornhill,0.19902912621359223,0.529126213592233,0.27184466019417475,206
54676,Quentin Lake,0.9752475247524752,0.01485148514851485,0.009900990099009901,202
47804,Darnell Savage,0.19487179487179487,0.36923076923076925,0.4358974358974359,195
46080,Minkah Fitzpatrick,0.453125,0.20833333333333334,0.3385416666666667,192
55960,Jordan Battle,0.3829787234042553,0.5904255319148937,0.026595744680851064,188
53530,Ifeatu Melifonwu,0.39344262295081966,0.17486338797814208,0.43169398907103823,183
35459,Kareem Jackson,0.34615384615384615,0.18681318681318682,0.46703296703296704,182
46807,Andre Chachere,0.4230769230769231,0.4340659340659341,0.14285714285714285,182
43474,DeAndre Houston-Carson,0.2032967032967033,0.21428571428571427,0.5824175824175825,182
52478,Brandon Jones,0.19101123595505617,0.24157303370786518,0.5674157303370787,178
43306,Keanu Neal,0.7383720930232558,0.0872093023255814,0.1744186046511628,172
47844,Taylor Rapp,0.20930232558139536,0.3313953488372093,0.45930232558139533,172
55952,Ji'Ayir Brown,0.1871345029239766,0.19298245614035087,0.6198830409356725,171
55912,Quan Martin,0.7548387096774194,0.06451612903225806,0.18064516129032257,155
44851,Marcus Maye,0.35333333333333333,0.20666666666666667,0.44,150
56089,DeMarcco Hellams,0.28,0.23333333333333334,0.4866666666666667,150
55931,Sydney Brown,0.4859154929577465,0.028169014084507043,0.4859154929577465,142
46672,Tavierre Thomas,1.0,0.0,0.0,139
56405,Ronnie Hickman Jr.,0.11764705882352941,0.47794117647058826,0.40441176470588236,136
42901,Dean Marlowe,0.19852941176470587,0.2426470588235294,0.5588235294117647,136
56107,Anthony Johnson Jr.,0.20610687022900764,0.40458015267175573,0.3893129770992366,131
48508,Andrew Wingard,0.35,0.35833333333333334,0.2916666666666667,120
54561,Nick Cross,0.2,0.5217391304347826,0.2782608695652174,115
53592,Darrick Forrest,0.2807017543859649,0.23684210526315788,0.4824561403508772,114
42485,Adrian Amos,0.2543859649122807,0.2894736842105263,0.45614035087719296,114
54579,Dane Belton,0.5412844036697247,0.28440366972477066,0.1743119266055046,109
55984,Chamarri Conner,0.45714285714285713,0.22857142857142856,0.3142857142857143,105
44862,Justin Evans,0.3047619047619048,0.2,0.49523809523809526,105
47810,Johnathan Abram,0.6086956521739131,0.10869565217391304,0.2826086956521739,92
52472,Jeremy Chinn,1.0,0.0,0.0,92
52939,Sam Franklin Jr.,0.3076923076923077,0.25274725274725274,0.43956043956043955,91
40039,Duron Harmon,0.4827586206896552,0.10344827586206896,0.41379310344827586,87
54915,D'Anthony Bell,0.46511627906976744,0.13953488372093023,0.3953488372093023,86
38843,Rodney McLeod,0.36046511627906974,0.29069767441860467,0.3488372093023256,86
54962,Trenton Thompson,0.4819277108433735,0.13253012048192772,0.3855421686746988,83
47888,C.J. Gardner-Johnson,0.35802469135802467,0.25925925925925924,0.38271604938271603,81
47864,Will Harris,1.0,0.0,0.0,80
56025,Antonio Johnson,0.92,0.04,0.04,75
52476,Ashtyn Davis,0.684931506849315,0.1232876712328767,0.1917808219178082,73
