game_id,play_id,nfl_id,player_name,player_position,depth,lateral_from_mid,n_deep_safeties,role_proxy,team_coverage_man_zone,team_coverage_type,shell_agreement
2023090700,101,54527,Bryan Cook,FS,10.329999999999998,10.29,1,SINGLE_HIGH,ZONE_COVERAGE,COVER_2_ZONE,False
2023090700,101,46137,Justin Reid,SS,9.32,5.959999999999997,1,BOX_UNDERNEATH,ZONE_COVERAGE,COVER_2_ZONE,
2023090700,194,55910,Brian Branch,SS,2.299999999999997,5.489999999999998,1,BOX_UNDERNEATH,MAN_COVERAGE,COVER_1_MAN,
2023090700,194,47888,C.J. Gardner-Johnson,SS,3.3599999999999994,12.649999999999999,1,BOX_UNDERNEATH,MAN_COVERAGE,COVER_1_MAN,
2023090700,194,54562,Kerby Joseph,FS,14.879999999999995,0.5600000000000023,1,SINGLE_HIGH,MAN_COVERAGE,COVER_1_MAN,True
2023090700,219,55910,Brian Branch,SS,3.1400000000000006,6.950000000000003,2,BOX_UNDERNEATH,ZONE_COVERAGE,COVER_4_ZONE,
2023090700,219,47888,C.J. Gardner-Johnson,SS,12.75,7.039999999999999,2,SPLIT_DEEP,ZONE_COVERAGE,COVER_4_ZONE,True
2023090700,219,54562,Kerby Joseph,FS,10.489999999999995,9.849999999999998,2,SPLIT_DEEP,ZONE_COVERAGE,COVER_4_ZONE,True
2023090700,361,54527,Bryan Cook,FS,13.36,0.00999999999999801,2,SPLIT_DEEP,ZONE_COVERAGE,COVER_4_ZONE,True
2023090700,361,46137,Justin Reid,SS,11.39,8.469999999999999,2,SPLIT_DEEP,ZONE_COVERAGE,COVER_4_ZONE,True
2023090700,361,47882,Mike Edwards,FS,5.559999999999999,2.9800000000000004,2,BOX_UNDERNEATH,ZONE_COVERAGE,COVER_4_ZONE,
2023090700,436,54527,Bryan Cook,FS,19.14,0.03999999999999915,1,SINGLE_HIGH,MAN_COVERAGE,COVER_1_MAN,True
2023090700,436,46137,Justin Reid,SS,4.039999999999999,10.130000000000003,1,BOX_UNDERNEATH,MAN_COVERAGE,COVER_1_MAN,
2023090700,461,54527,Bryan Cook,FS,14.68,7.219999999999999,2,SPLIT_DEEP,ZONE_COVERAGE,COVER_6_ZONE,True
2023090700,461,55984,Chamarri Conner,SS,1.1499999999999986,6.43,2,BOX_UNDERNEATH,ZONE_COVERAGE,COVER_6_ZONE,
2023090700,461,46137,Justin Reid,SS,10.810000000000002,5.359999999999999,2,SPLIT_DEEP,ZONE_COVERAGE,COVER_6_ZONE,True
2023090700,530,54527,Bryan Cook,FS,11.25,7.459999999999997,2,SPLIT_DEEP,ZONE_COVERAGE,COVER_2_ZONE,True
2023090700,530,46137,Justin Reid,SS,11.489999999999995,9.07,2,SPLIT_DEEP,ZONE_COVERAGE,COVER_2_ZONE,True
2023090700,621,54527,Bryan Cook,FS,8.030000000000001,5.190000000000001,0,BOX_UNDERNEATH,MAN_COVERAGE,COVER_1_MAN,
2023090700,621,46137,Justin Reid,SS,1.3499999999999943,9.549999999999997,0,BOX_UNDERNEATH,MAN_COVERAGE,COVER_1_MAN,
2023090700,621,47882,Mike Edwards,FS,8.469999999999999,6.239999999999998,0,BOX_UNDERNEATH,MAN_COVERAGE,COVER_1_MAN,
2023090700,713,55910,Brian Branch,SS,3.2900000000000063,7.660000000000004,2,BOX_UNDERNEATH,ZONE_COVERAGE,COVER_4_ZONE,
2023090700,713,47888,C.J. Gardner-Johnson,SS,11.0,7.459999999999997,2,SPLIT_DEEP,ZONE_COVERAGE,COVER_4_ZONE,True
2023090700,713,54562,Kerby Joseph,FS,10.530000000000001,6.270000000000003,2,SPLIT_DEEP,ZONE_COVERAGE,COVER_4_ZONE,True
2023090700,736,55910,Brian Branch,SS,0.8199999999999932,5.940000000000005,1,BOX_UNDERNEATH,MAN_COVERAGE,COVER_1_MAN,
2023090700,736,47888,C.J. Gardner-Johnson,SS,10.790000000000006,4.18,1,SINGLE_HIGH,MAN_COVERAGE,COVER_1_MAN,True
2023090700,736,54562,Kerby Joseph,FS,4.049999999999997,6.039999999999999,1,BOX_UNDERNEATH,MAN_COVERAGE,COVER_1_MAN,
2023090700,877,47888,C.J. Gardner-Johnson,SS,9.480000000000004,7.93,0,BOX_UNDERNEATH,ZONE_COVERAGE,COVER_3_ZONE,
2023090700,877,54562,Kerby Joseph,FS,7.420000000000002,2.8200000000000003,0,BOX_UNDERNEATH,ZONE_COVERAGE,COVER_3_ZONE,
